sample	cluster_joint_r0.3	cluster_joint_r0.5	cluster_joint_r0.8	cluster_joint_r4	tsne_x	tsne_y	modality
UMB5577_3_UMB5577_4_C10_AD010_mch	8	9	10	37	-4.7088013	-7.289315	human_frontal_mch
UMB5577_3_UMB5577_4_C10_AD012_mch	2	1	1	1	12.252602	-6.6627674	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD001_mch	10	11	12	31	6.1872015	-3.2092962	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD002_mch	10	11	12	31	4.16793	-2.8732076	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD004_mch	11	3	6	4	14.367725	0.577599	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD006_mch	2	1	1	27	11.689004	-6.498756	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD007_mch	4	5	4	21	1.8521028	-0.07304726	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD008_mch	5	6	15	34	9.093492	12.115394	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD010_mch	4	5	4	15	3.884659	0.35551542	human_frontal_mch
UMB5577_3_UMB5577_4_C11_AD012_mch	6	7	7	23	-0.3396289	-4.2694817	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD001_mch	10	11	12	31	4.4762387	-3.0250616	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD002_mch	5	6	8	28	7.391052	13.662333	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD004_mch	8	9	10	35	-8.306962	-8.805258	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD006_mch	1	2	2	20	6.7958856	-7.384593	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD007_mch	1	2	3	20	7.9161277	-6.8318663	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD008_mch	13	14	22	45	-7.015805	3.416939	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD010_mch	7	8	9	6	4.1645374	3.9125018	human_frontal_mch
UMB5577_3_UMB5577_4_C1_AD012_mch	11	12	6	10	18.42368	3.5990417	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD001_mch	10	11	14	19	0.735389	-2.3979611	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD002_mch	10	11	12	31	4.0940456	-2.8085716	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD004_mch	6	7	7	29	-0.61207443	-10.237508	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD006_mch	1	2	2	3	4.7575316	-7.6591988	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD007_mch	1	2	2	14	5.7446427	-9.480912	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD008_mch	3	4	5	2	14.877883	7.3137946	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD010_mch	2	3	1	5	12.315116	-1.7376372	human_frontal_mch
UMB5577_3_UMB5577_4_C2_AD012_mch	1	2	3	20	8.054861	-7.061204	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD001_mch	10	11	12	31	4.6305714	-3.190476	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD002_mch	10	11	12	31	5.9309335	-2.2738955	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD004_mch	11	12	6	4	14.914569	0.7929546	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD006_mch	8	9	10	30	-4.9581003	-5.6587563	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD007_mch	2	1	1	27	10.977347	-5.9484763	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD008_mch	9	10	11	9	-1.9653839	5.770752	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD010_mch	5	6	8	38	12.439828	14.768074	human_frontal_mch
UMB5577_3_UMB5577_4_C3_AD012_mch	10	11	14	19	-3.0056221	-2.0582016	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD001_mch	10	11	12	31	3.566569	-2.5224848	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD002_mch	10	11	12	31	3.95879	-2.730992	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD004_mch	3	4	13	41	12.984975	10.438067	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD006_mch	11	12	6	10	15.392841	3.6541562	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD007_mch	11	12	6	10	16.91061	3.9803128	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD008_mch	8	9	10	30	-6.6999116	-6.6882896	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD010_mch	2	3	1	5	11.38511	-0.7829794	human_frontal_mch
UMB5577_3_UMB5577_4_C4_AD012_mch	6	7	7	23	-2.3224735	-6.3308573	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD001_mch	5	6	8	38	11.226554	14.052821	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD002_mch	10	11	12	31	3.112035	-1.7895442	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD004_mch	9	10	11	9	-1.9358188	5.1572924	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD006_mch	7	8	9	13	3.9294555	7.637818	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD007_mch	8	9	10	40	-4.4517546	-4.2669077	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD008_mch	4	5	4	21	0.85019994	0.33611006	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD010_mch	5	6	8	22	10.1398945	13.874346	human_frontal_mch
UMB5577_3_UMB5577_4_C5_AD012_mch	2	3	1	1	12.737141	-4.4316435	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD001_mch	10	11	12	31	4.3585086	-2.9579103	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD002_mch	8	11	10	37	1.9528922	-2.7601647	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD004_mch	15	16	20	36	-14.517941	-7.644977	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD006_mch	1	2	2	14	6.6317883	-10.1574545	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD007_mch	8	9	10	30	-6.657829	-6.530531	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD008_mch	1	2	2	3	6.432627	-7.631076	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD010_mch	5	6	8	28	7.103321	13.098174	human_frontal_mch
UMB5577_3_UMB5577_4_C6_AD012_mch	15	16	20	36	-14.228933	-7.409311	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD002_mch	10	11	12	31	4.40752	-3.013652	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD004_mch	11	12	6	10	15.862852	3.4018648	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD006_mch	15	16	20	36	-14.367984	-7.3776145	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD007_mch	2	1	3	24	10.50312	-5.9861927	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD008_mch	6	7	7	23	-0.70911986	-5.602655	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD010_mch	8	9	10	40	-4.3059444	-4.244056	human_frontal_mch
UMB5577_3_UMB5577_4_C7_AD012_mch	2	3	1	26	13.714375	-2.9878933	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD001_mch	4	5	4	15	2.9903464	-0.65204215	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD002_mch	4	5	4	15	2.6982424	-0.29995763	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD004_mch	11	12	6	10	17.149172	2.759189	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD006_mch	2	3	1	1	11.497812	-3.7318218	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD007_mch	2	3	1	5	11.497631	-2.5222485	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD008_mch	9	10	11	9	-0.40640554	5.77105	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD010_mch	5	6	8	38	12.159857	14.918749	human_frontal_mch
UMB5577_3_UMB5577_4_C8_AD012_mch	11	12	6	10	18.314379	3.3974662	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD002_mch	10	11	12	31	3.6266239	-2.5714529	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD004_mch	2	1	1	27	11.276107	-6.344838	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD006_mch	7	8	9	6	4.2472186	3.0173433	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD007_mch	10	11	14	19	-3.514025	-2.0870683	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD008_mch	2	1	1	1	11.584434	-5.426918	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD010_mch	2	3	1	26	13.566958	-2.1729412	human_frontal_mch
UMB5577_3_UMB5577_4_C9_AD012_mch	1	1	17	18	11.305355	-10.409543	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD001_mch	10	11	12	31	4.337801	-2.93705	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD002_mch	10	11	12	31	5.9072227	-2.3220372	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD004_mch	8	9	10	35	-8.537254	-8.396409	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD006_mch	1	2	2	12	8.065052	-9.925608	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD007_mch	4	5	4	15	3.1437583	1.7393526	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD008_mch	2	1	1	1	11.762627	-5.5028415	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD010_mch	1	2	2	20	7.075845	-7.331493	human_frontal_mch
UMB5577_3_UMB5577_4_D10_AD012_mch	1	1	3	25	10.053131	-5.265043	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD002_mch	9	10	11	9	-0.057106573	6.4171705	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD004_mch	1	1	17	18	10.368745	-10.20447	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD006_mch	9	10	11	9	-0.14799508	6.176335	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD007_mch	1	1	3	25	9.456501	-4.894569	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD008_mch	6	7	7	29	0.13678622	-9.53502	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD010_mch	4	5	4	21	2.414565	1.2773863	human_frontal_mch
UMB5577_3_UMB5577_4_D1_AD012_mch	1	2	2	14	7.0308356	-9.670656	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD001_mch	10	11	12	31	5.962157	-3.3909264	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD002_mch	5	6	15	46	6.1132364	-2.535543	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD004_mch	2	1	1	27	11.4386	-6.1678424	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD006_mch	1	2	2	14	7.2042937	-10.116881	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD007_mch	4	5	4	11	2.385915	2.6237338	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD008_mch	6	7	7	23	-0.20758905	-4.6926165	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD010_mch	6	7	7	23	-2.0364032	-6.4382696	human_frontal_mch
UMB5577_3_UMB5577_4_D2_AD012_mch	3	4	5	2	15.099601	8.085321	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD001_mch	10	11	12	31	5.7718816	-3.4083533	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD002_mch	10	11	12	31	4.8607135	-3.1805236	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD004_mch	6	7	7	29	-1.88897	-10.440708	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD006_mch	13	14	22	45	-6.8912864	3.3453465	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD008_mch	2	1	1	1	12.015315	-5.4075174	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD010_mch	1	1	3	7	9.15712	-7.196876	human_frontal_mch
UMB5577_3_UMB5577_4_D3_AD012_mch	11	12	6	10	18.00246	3.090623	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD001_mch	10	11	12	31	4.085475	-2.7171733	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD002_mch	5	6	15	46	6.1327095	-2.1713245	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD004_mch	6	7	7	23	-1.1666108	-6.129945	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD006_mch	5	6	8	22	10.283853	13.991665	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD007_mch	1	1	17	18	10.8487015	-10.551292	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD008_mch	2	1	1	1	11.613501	-6.0036592	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD010_mch	1	2	2	12	8.629096	-10.436155	human_frontal_mch
UMB5577_3_UMB5577_4_D4_AD012_mch	10	11	14	19	-3.308546	-2.2359624	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD001_mch	10	11	12	31	6.5416293	-3.270952	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD002_mch	10	11	12	31	3.932463	-2.7089102	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD004_mch	6	7	7	32	0.8295132	-7.3093605	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD006_mch	5	6	8	38	11.708825	14.140088	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD007_mch	4	5	4	21	1.2734703	1.093508	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD008_mch	2	1	1	27	11.3159685	-5.505911	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD010_mch	6	7	7	29	-0.6799224	-10.090468	human_frontal_mch
UMB5577_3_UMB5577_4_D5_AD012_mch	2	1	1	1	12.126868	-6.4201927	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD001_mch	10	11	12	31	3.7969635	-2.6316252	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD002_mch	10	11	12	31	4.60117	-3.158741	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD004_mch	6	7	7	29	-1.2023851	-10.703332	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD006_mch	1	1	1	27	10.468741	-6.7330103	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD007_mch	6	7	7	23	-0.7580268	-7.228912	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD008_mch	7	8	9	6	5.5381255	3.896613	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD010_mch	1	2	2	14	5.550329	-9.216293	human_frontal_mch
UMB5577_3_UMB5577_4_D6_AD012_mch	5	6	8	28	6.925038	13.354291	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD001_mch	10	11	12	31	3.7182872	-2.5604117	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD002_mch	4	5	4	15	2.7647674	-0.24176228	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD004_mch	13	14	19	48	-3.189544	14.929624	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD006_mch	6	7	7	50	-0.224309	-12.345904	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD007_mch	11	12	6	10	17.044174	2.7102551	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD008_mch	4	5	4	21	1.7561673	1.7983714	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD010_mch	6	7	7	29	-0.00077540125	-8.295076	human_frontal_mch
UMB5577_3_UMB5577_4_D7_AD012_mch	5	6	8	22	10.822064	13.801944	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD001_mch	10	11	12	31	6.261033	-3.1289985	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD002_mch	10	11	12	31	4.959058	-3.198052	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD004_mch	5	6	15	34	8.000385	11.850338	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD006_mch	7	8	9	13	3.4275072	6.9856195	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD007_mch	8	9	10	37	-3.6700072	-9.127621	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD008_mch	4	5	4	11	0.19434881	2.1721063	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD010_mch	2	3	1	1	12.960665	-3.3417478	human_frontal_mch
UMB5577_3_UMB5577_4_D8_AD012_mch	1	1	3	18	11.334383	-9.2041855	human_frontal_mch
UMB5577_3_UMB5577_4_D9_AD002_mch	10	11	12	31	5.975492	-3.200585	human_frontal_mch
UMB5577_3_UMB5577_4_D9_AD004_mch	1	1	17	18	10.935214	-10.6579485	human_frontal_mch
UMB5577_3_UMB5577_4_D9_AD007_mch	2	3	1	1	13.512807	-4.558918	human_frontal_mch
UMB5577_3_UMB5577_4_D9_AD008_mch	13	14	19	48	-3.1485922	14.914045	human_frontal_mch
UMB5577_3_UMB5577_4_D9_AD010_mch	1	2	2	3	5.136848	-8.3257675	human_frontal_mch
UMB5577_3_UMB5577_4_D9_AD012_mch	1	2	2	12	7.8135877	-10.41453	human_frontal_mch
UMB5577_3_UMB5577_4_E10_AD004_mch	1	1	3	7	10.318813	-8.160547	human_frontal_mch
UMB5577_3_UMB5577_4_E10_AD006_mch	6	7	7	29	-0.25042555	-9.714775	human_frontal_mch
UMB5577_3_UMB5577_4_E10_AD007_mch	2	3	1	5	11.187806	-1.9112724	human_frontal_mch
UMB5577_3_UMB5577_4_E10_AD008_mch	1	2	2	12	8.079995	-10.598341	human_frontal_mch
UMB5577_3_UMB5577_4_E10_AD012_mch	12	13	13	16	21.27118	-1.6502782	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD001_mch	10	11	12	31	6.155518	-3.5111065	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD002_mch	9	10	11	39	-0.4305971	3.5349162	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD004_mch	5	6	8	22	10.409257	13.618677	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD006_mch	5	6	15	34	8.625622	11.69332	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD007_mch	11	12	6	10	17.59429	3.7863774	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD008_mch	10	11	14	19	-1.5850441	-2.4934366	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD010_mch	6	7	7	23	-0.6057753	-7.1110687	human_frontal_mch
UMB5577_3_UMB5577_4_E11_AD012_mch	4	5	4	11	0.6131826	2.353686	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD001_mch	10	11	12	31	6.2679257	-3.5258086	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD002_mch	10	11	12	31	5.8490324	-3.4143264	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD004_mch	5	6	8	22	10.189332	13.251709	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD006_mch	4	5	4	15	4.0347557	-0.16206567	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD007_mch	6	7	7	23	-2.4726982	-6.4054475	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD008_mch	7	8	9	6	5.3180494	3.6590037	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD010_mch	13	14	19	42	-6.911908	4.9066772	human_frontal_mch
UMB5577_3_UMB5577_4_E1_AD012_mch	1	2	2	12	8.908687	-9.423078	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD002_mch	4	5	4	15	2.9102397	-0.41318783	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD004_mch	1	1	3	25	9.14317	-4.4635963	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD006_mch	1	2	2	14	7.3590436	-10.454352	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD007_mch	1	2	2	12	8.0806875	-9.779869	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD008_mch	1	2	2	12	7.424383	-10.183399	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD010_mch	6	7	7	29	-1.457765	-10.513051	human_frontal_mch
UMB5577_3_UMB5577_4_E2_AD012_mch	1	2	2	14	6.567827	-8.871113	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD001_mch	6	7	7	23	-0.023864577	-4.829708	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD002_mch	10	11	12	31	6.123709	-3.4702718	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD004_mch	5	6	8	38	11.742186	14.361456	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD006_mch	8	9	10	30	-5.2362037	-5.8018746	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD007_mch	2	1	1	27	10.959281	-5.4329987	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD008_mch	5	6	8	28	6.9891057	13.257406	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD010_mch	8	9	10	37	-4.986662	-9.536403	human_frontal_mch
UMB5577_3_UMB5577_4_E3_AD012_mch	2	1	3	24	11.353354	-6.0391846	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD001_mch	10	11	14	19	-0.5896134	-2.15167	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD002_mch	10	11	12	31	6.0317545	-2.3540993	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD006_mch	1	2	12	17	6.4598565	-5.6188793	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD007_mch	5	6	8	28	6.8520317	13.782697	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD008_mch	3	4	13	41	13.7890215	9.93828	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD010_mch	6	7	7	23	-0.14446963	-7.4593544	human_frontal_mch
UMB5577_3_UMB5577_4_E4_AD012_mch	9	10	11	9	0.2475037	6.2927923	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD001_mch	10	11	12	31	1.5959874	-2.4944391	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD002_mch	10	11	12	31	5.975248	-3.3986228	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD004_mch	1	1	3	7	8.449753	-7.3131113	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD006_mch	9	10	11	9	-0.090109795	7.370919	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD007_mch	7	8	9	13	3.9805496	5.6039987	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD008_mch	12	13	13	16	21.173717	-0.2818492	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD010_mch	4	5	4	15	3.6862776	0.84794	human_frontal_mch
UMB5577_3_UMB5577_4_E5_AD012_mch	2	3	1	5	11.749542	-2.214522	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD001_mch	5	6	8	38	6.0940733	-2.2955797	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD002_mch	6	7	7	29	2.040793	-3.1936407	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD004_mch	8	9	10	30	-6.449172	-6.299535	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD006_mch	5	6	15	34	8.371345	11.180766	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD007_mch	4	5	4	21	1.5057356	0.9977162	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD008_mch	3	4	5	8	15.124363	9.598593	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD010_mch	1	1	3	7	8.735304	-7.5520506	human_frontal_mch
UMB5577_3_UMB5577_4_E6_AD012_mch	6	7	18	33	-3.0279853	-8.03602	human_frontal_mch
UMB5577_3_UMB5577_4_E7_AD002_mch	10	11	12	31	5.852865	-2.2439206	human_frontal_mch
UMB5577_3_UMB5577_4_E7_AD004_mch	9	10	11	9	-0.9634145	5.912905	human_frontal_mch
UMB5577_3_UMB5577_4_E7_AD007_mch	2	3	6	4	12.940629	-0.36553523	human_frontal_mch
UMB5577_3_UMB5577_4_E7_AD008_mch	12	13	13	16	20.790575	0.0057519996	human_frontal_mch
UMB5577_3_UMB5577_4_E7_AD010_mch	5	6	8	28	7.0185614	13.360092	human_frontal_mch
UMB5577_3_UMB5577_4_E7_AD012_mch	1	2	3	20	7.4095497	-7.065371	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD001_mch	10	11	12	31	1.2902825	-2.3905816	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD002_mch	10	11	12	31	3.8120115	-2.6228318	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD004_mch	1	1	12	17	8.0298395	-4.2401457	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD007_mch	1	2	2	12	9.218122	-10.671326	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD008_mch	1	1	3	25	8.752485	-4.828616	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD010_mch	1	2	2	20	6.8442883	-7.7364144	human_frontal_mch
UMB5577_3_UMB5577_4_E8_AD012_mch	1	1	3	7	9.341032	-7.283093	human_frontal_mch
UMB5577_3_UMB5577_4_E9_AD004_mch	9	10	11	39	-2.8685231	4.395099	human_frontal_mch
UMB5577_3_UMB5577_4_E9_AD007_mch	4	5	4	21	1.3598685	-0.30503157	human_frontal_mch
UMB5577_3_UMB5577_4_E9_AD008_mch	1	1	3	18	12.145895	-8.414036	human_frontal_mch
UMB5577_3_UMB5577_4_E9_AD010_mch	2	3	1	26	14.194115	-2.5401332	human_frontal_mch
UMB5577_3_UMB5577_4_E9_AD012_mch	8	9	10	30	-5.2623496	-6.10608	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD002_mch	10	11	12	31	5.962016	-2.5115864	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD004_mch	6	7	7	50	-0.4119637	-12.058877	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD006_mch	7	8	9	13	4.1887465	6.665812	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD007_mch	10	11	14	19	-2.31724	-1.8301105	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD008_mch	2	1	3	24	11.114721	-5.711621	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD010_mch	1	2	3	7	8.125686	-7.8425975	human_frontal_mch
UMB5577_3_UMB5577_4_F10_AD012_mch	11	12	6	10	16.032124	2.4125173	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD002_mch	10	11	12	31	3.7506337	-2.582148	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD004_mch	1	1	3	7	10.982303	-7.941004	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD006_mch	2	1	3	27	10.175757	-5.882489	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD007_mch	1	1	3	7	8.8569355	-7.6228943	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD008_mch	6	7	7	32	0.67109346	-8.6358795	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD010_mch	2	12	6	4	14.306771	1.5755804	human_frontal_mch
UMB5577_3_UMB5577_4_F11_AD012_mch	4	5	4	15	3.8785157	0.34701127	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD001_mch	10	11	12	31	5.7763767	-3.4253926	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD002_mch	10	11	12	31	4.2533393	-2.9327855	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD004_mch	2	3	1	5	11.621712	-1.6297255	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD006_mch	4	5	4	11	1.3179642	2.0978563	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD007_mch	12	13	13	16	20.966185	-1.4188992	human_frontal_mch
UMB5577_3_UMB5577_4_F1_AD008_mch	2	3	1	26	12.968763	-2.0645714	human_frontal_mch
